Order_id,Total_Sale,Quarter_id,Product_SKU,Region,order_size
10288,5875.2,3,S18_1749,APAC,Medium
10302,7310,4,S18_1749,EMEA,Large
10312,8078.4,4,S18_1749,NA,Large
10331,3257.76,4,S18_1749,NA,Medium
10344,7650,4,S18_1749,EMEA,Large
10367,4703.81,1,S18_1749,NA,Medium
10379,5399.55,1,S18_1749,EMEA,Medium
10407,14082.8,2,S18_1749,NA,Large
10420,5283.6,2,S18_1749,APAC,Medium
10108,3130.82,1,S18_1889,Japan,Medium
10122,3112.34,2,S18_1889,EMEA,Medium
10135,3806.88,3,S18_1889,NA,Medium
10147,2142.14,3,S18_1889,NA,Small
10160,3364.9,4,S18_1889,NA,Medium
10170,1262.8,4,S18_1889,EMEA,Small
10181,1626.24,4,S18_1889,EMEA,Small
10192,4088.7,4,S18_1889,NA,Medium
10203,3846.15,4,S18_1889,EMEA,Medium
10212,1339.8,1,S18_1889,EMEA,Small
10225,3039.96,1,S18_1889,EMEA,Medium
10239,3400.32,2,S18_1889,EMEA,Medium
10253,1930.39,2,S18_1889,EMEA,Small
10266,2464.77,3,S18_1889,EMEA,Small
10278,2634.94,3,S18_1889,NA,Small
10287,3625.16,3,S18_1889,EMEA,Medium
10300,3788.4,4,S18_1889,EMEA,Medium
10310,1832.6,4,S18_1889,EMEA,Small
10321,2905.98,4,S18_1889,NA,Small
10329,2954.81,4,S18_1889,NA,Small
10342,3599.75,4,S18_1889,APAC,Medium
10363,3686.54,1,S18_1889,EMEA,Medium
10377,2100.56,1,S18_1889,EMEA,Small
10389,3881.78,1,S18_1889,EMEA,Medium
10405,4509.12,2,S18_1889,EMEA,Medium
10419,3273.27,2,S18_1889,EMEA,Medium
10109,4432.7,1,S18_1984,NA,Medium
10122,4100.99,2,S18_1984,EMEA,Medium
10136,5274.72,3,S18_1984,EMEA,Medium
10148,4232,3,S18_1984,APAC,Medium
10161,6145.44,4,S18_1984,EMEA,Medium
10171,4680.2,4,S18_1984,NA,Medium
10181,3286.08,4,S18_1984,EMEA,Medium
10192,7421.3,4,S18_1984,NA,Large
10204,6432.64,4,S18_1984,NA,Medium
10212,4840.87,1,S18_1984,EMEA,Medium
10226,3892.08,1,S18_1984,NA,Medium
10240,5526.32,2,S18_1984,Japan,Medium
10253,4459.62,2,S18_1984,EMEA,Medium
10266,6203.4,3,S18_1984,EMEA,Medium
10278,3754.05,3,S18_1984,NA,Medium
10287,3516.48,3,S18_1984,EMEA,Medium
10301,7488.04,4,S18_1984,EMEA,Large
10310,3448.08,4,S18_1984,EMEA,Medium
10321,3734,4,S18_1984,NA,Medium
10331,974.1,4,S18_1984,NA,Small
10342,3160.74,4,S18_1984,APAC,Medium
10356,1746.63,4,S18_1984,EMEA,Small
10366,4207.84,1,S18_1984,EMEA,Medium
10377,4352.76,1,S18_1984,EMEA,Medium
10390,1463.7,1,S18_1984,NA,Small
10406,7169.28,2,S18_1984,EMEA,Large
10419,4594.76,2,S18_1984,EMEA,Medium
10104,3457.92,1,S18_2238,EMEA,Medium
10115,7381.16,2,S18_2238,NA,Large
10127,7146.9,2,S18_2238,NA,Large
10141,5938.53,3,S18_2238,EMEA,Medium
10151,7110.91,3,S18_2238,EMEA,Large
10165,5032.95,4,S18_2238,Japan,Medium
10176,3667.6,4,S18_2238,EMEA,Medium
10184,7381.16,4,S18_2238,EMEA,Large
10195,5128.11,4,S18_2238,NA,Medium
10207,7060.24,4,S18_2238,NA,Large
10219,8448.64,1,S18_2238,NA,Large
10230,7300.51,1,S18_2238,EMEA,Large
10246,6549.2,2,S18_2238,EMEA,Medium
10259,5697.9,2,S18_2238,APAC,Medium
10271,9169,3,S18_2238,NA,Large
10282,3238.63,3,S18_2238,NA,Medium
10292,4554.94,3,S18_2238,NA,Medium
10305,3934.44,4,S18_2238,NA,Medium
10314,5776.26,4,S18_2238,EMEA,Medium
10324,7207.45,4,S18_2238,NA,Large
10336,7460.74,4,S18_2238,EMEA,Large
10349,6719.54,4,S18_2238,NA,Medium
10358,2428,4,S18_2238,EMEA,Small
10371,2602.25,1,S18_2238,NA,Small
10382,2200,1,S18_2238,NA,Small
10412,6712.93,2,S18_2238,EMEA,Medium
10425,5318.04,2,S18_2238,EMEA,Medium
10100,3390,1,S18_2248,NA,Medium
10110,1608,1,S18_2248,EMEA,Small
10124,2262.96,2,S18_2248,NA,Small
10149,1496.64,3,S18_2248,NA,Small
10162,1879.74,4,S18_2248,NA,Small
10173,1495.26,4,S18_2248,EMEA,Small
10182,2323.7,4,S18_2248,NA,Small
10193,2491.86,4,S18_2248,APAC,Small
10204,1643.12,4,S18_2248,NA,Small
10214,1322.16,1,S18_2248,EMEA,Small
10227,1423.8,1,S18_2248,EMEA,Small
10241,2397.45,2,S18_2248,EMEA,Small
10280,1574,3,S18_2248,EMEA,Small
10288,1729,3,S18_2248,APAC,Small
10303,2255.84,4,S18_2248,EMEA,Small
10312,1834.5,4,S18_2248,NA,Small
10332,3201.5,4,S18_2248,EMEA,Medium
10344,2276.4,4,S18_2248,EMEA,Small
10367,8884.8,1,S18_2248,NA,Large
10379,1331.1,1,S18_2248,EMEA,Small
10407,3051.3,2,S18_2248,NA,Medium
10420,2288.52,2,S18_2248,APAC,Small
10104,3772.61,1,S18_2319,EMEA,Medium
10114,4164.42,2,S18_2319,EMEA,Medium
10127,6295.95,2,S18_2319,NA,Medium
10141,6287.66,3,S18_2319,EMEA,Medium
10151,5412.54,3,S18_2319,EMEA,Medium
10165,5984.14,4,S18_2319,Japan,Medium
10175,5891.04,4,S18_2319,EMEA,Medium
10184,5984.14,4,S18_2319,EMEA,Medium
10195,3608.15,4,S18_2319,NA,Medium
10207,5752.54,4,S18_2319,NA,Medium
10229,3765.32,1,S18_2319,NA,Medium
10246,2159.96,2,S18_2319,EMEA,Small
10259,3379.94,2,S18_2319,APAC,Medium
10271,5093.5,3,S18_2319,NA,Medium
10281,5773.44,3,S18_2319,NA,Medium
10292,4528.86,3,S18_2319,NA,Medium
10305,4816.08,4,S18_2319,NA,Medium
10313,3416.78,4,S18_2319,NA,Medium
10324,1236.84,4,S18_2319,NA,Small
10334,5814.86,4,S18_2319,EMEA,Medium
10349,5223.48,4,S18_2319,NA,Medium
10358,728.4,4,S18_2319,EMEA,Small
10370,3949,1,S18_2319,APAC,Medium
10383,3843.99,1,S18_2319,EMEA,Medium
10412,5498.08,2,S18_2319,EMEA,Medium
10425,3777.58,2,S18_2319,EMEA,Medium
10101,3782,1,S18_2325,EMEA,Medium
10110,3859.68,1,S18_2325,EMEA,Medium
10124,4431.84,2,S18_2325,NA,Medium
10149,4950.33,3,S18_2325,NA,Medium
10162,4299.7,4,S18_2325,NA,Medium
10173,4492.83,4,S18_2325,EMEA,Medium
10182,2212,4,S18_2325,NA,Small
10193,4642.88,4,S18_2325,APAC,Medium
10204,3206.32,4,S18_2325,NA,Medium
10214,3604.23,1,S18_2325,EMEA,Medium
10227,7017.76,1,S18_2325,EMEA,Large
10243,6154.18,2,S18_2325,NA,Medium
10280,4750.8,3,S18_2325,EMEA,Medium
10288,3822.92,3,S18_2325,APAC,Medium
10304,2440.8,4,S18_2325,EMEA,Small
10312,4729.36,4,S18_2325,NA,Medium
10322,12536.5,4,S18_2325,NA,Large
10332,2264.15,4,S18_2325,EMEA,Small
10344,3928.2,4,S18_2325,EMEA,Medium
10356,3630.22,4,S18_2325,EMEA,Medium
10367,4196.07,1,S18_2325,NA,Medium
10380,4931.6,1,S18_2325,EMEA,Medium
10390,3068.69,1,S18_2325,NA,Medium
10409,785.64,2,S18_2325,APAC,Small
10420,4977,2,S18_2325,APAC,Medium
10103,1189.98,1,S18_2432,EMEA,Small
10114,3090.15,2,S18_2432,EMEA,Medium
10126,2795.86,2,S18_2432,EMEA,Small
10140,2851.54,3,S18_2432,NA,Small
10151,2701.92,3,S18_2432,EMEA,Small
10165,2204.1,4,S18_2432,Japan,Small
10175,2840.48,4,S18_2432,EMEA,Small
10184,2647.04,4,S18_2432,EMEA,Small
10194,3172.05,4,S18_2432,EMEA,Medium
10207,2585.93,4,S18_2432,NA,Small
10217,2148.3,1,S18_2432,APAC,Small
10229,1667.4,1,S18_2432,NA,Small
10246,1859.7,2,S18_2432,EMEA,Small
10259,1476.6,2,S18_2432,APAC,Small
10271,1732,3,S18_2432,NA,Small
10281,1674.17,3,S18_2432,NA,Small
10291,1500.98,3,S18_2432,EMEA,Small
10305,2192.68,4,S18_2432,NA,Small
10313,1797.58,4,S18_2432,NA,Small
10322,2142.35,4,S18_2432,NA,Small
10334,2086.92,4,S18_2432,EMEA,Small
10347,6834.5,4,S18_2432,APAC,Medium
10357,2541.59,4,S18_2432,NA,Small
10370,2130.92,1,S18_2432,APAC,Small
10381,1701.7,1,S18_2432,NA,Small
10391,1694,1,S18_2432,APAC,Small
10412,2913.53,2,S18_2432,EMEA,Small
10425,935.18,2,S18_2432,EMEA,Small
10106,3073.26,1,S18_2581,EMEA,Medium
10120,2082.49,2,S18_2581,APAC,Small
10133,3394.23,2,S18_2581,EMEA,Medium
10145,2559.6,3,S18_2581,NA,Small
10168,1490.16,4,S18_2581,NA,Small
10210,3844,1,S18_2581,Japan,Medium
10223,4724.91,1,S18_2581,APAC,Medium
10235,1824.72,2,S18_2581,NA,Small
10250,2668.68,2,S18_2581,NA,Small
10263,2843.61,2,S18_2581,NA,Small
10275,3163.65,3,S18_2581,EMEA,Medium
10284,2226.11,3,S18_2581,EMEA,Small
10297,2069.75,3,S18_2581,EMEA,Small
10308,2235.33,4,S18_2581,NA,Small
10318,3116.43,4,S18_2581,NA,Medium
10327,4781.7,4,S18_2581,EMEA,Medium
10339,2810.7,4,S18_2581,Japan,Small
10353,3515.67,4,S18_2581,NA,Medium
10374,2909.34,1,S18_2581,APAC,Small
10386,1570.17,1,S18_2581,EMEA,Small
10398,2613.92,1,S18_2581,EMEA,Small
10401,3193.26,2,S18_2581,NA,Medium
10416,1482.6,2,S18_2581,EMEA,Small
10107,2055.23,1,S18_2625,NA,Small
10120,2674.9,2,S18_2625,APAC,Small
10134,1853.4,3,S18_2625,EMEA,Small
10145,1490.1,3,S18_2625,NA,Small
10159,2162.16,4,S18_2625,NA,Small
10168,2814.28,4,S18_2625,NA,Small
10180,1605,4,S18_2625,EMEA,Small
10188,2093.44,4,S18_2625,EMEA,Small
10201,1944.3,4,S18_2625,NA,Small
10210,1986.8,1,S18_2625,Japan,Small
10223,1695.96,1,S18_2625,APAC,Small
10236,1281.56,2,S18_2625,NA,Small
10251,1774.22,2,S18_2625,NA,Small
10263,1997.5,2,S18_2625,NA,Small
10275,2353.2,3,S18_2625,EMEA,Small
10285,981.2,3,S18_2625,NA,Small
10298,1550.72,3,S18_2625,EMEA,Small
10308,1771.06,4,S18_2625,NA,Small
10318,2213.4,4,S18_2625,NA,Small
10329,5266.04,4,S18_2625,NA,Medium
10339,1864.8,4,S18_2625,Japan,Small
10362,1142.41,1,S18_2625,NA,Small
10374,1172.6,1,S18_2625,APAC,Small
10389,6981,1,S18_2625,EMEA,Medium
10402,3064.6,2,S18_2625,EMEA,Medium
10417,2202.48,2,S18_2625,EMEA,Small
10101,3773.38,1,S18_2795,EMEA,Medium
10110,5074.39,1,S18_2795,EMEA,Medium
10125,6483.46,2,S18_2795,APAC,Medium
10139,7956.46,3,S18_2795,APAC,Large
10149,4230.62,3,S18_2795,NA,Medium
10162,7209.12,4,S18_2795,NA,Large
10173,3452.68,4,S18_2795,EMEA,Medium
10182,3047.73,4,S18_2795,NA,Medium
10193,3675.32,4,S18_2795,APAC,Medium
10205,7492.4,4,S18_2795,EMEA,Large
10214,9534.5,1,S18_2795,EMEA,Large
10227,5579.02,1,S18_2795,EMEA,Medium
10244,5950.34,2,S18_2795,EMEA,Medium
10255,3726,2,S18_2795,EMEA,Medium
10280,4455,3,S18_2795,EMEA,Medium
10289,8272.34,3,S18_2795,EMEA,Large
10304,3577.6,4,S18_2795,EMEA,Medium
10312,3881.25,4,S18_2795,NA,Medium
10322,5797.44,4,S18_2795,NA,Medium
10332,1264.08,4,S18_2795,EMEA,Small
10347,4815.3,4,S18_2795,APAC,Medium
10356,4462.2,4,S18_2795,EMEA,Medium
10367,3033.28,1,S18_2795,NA,Medium
10380,990.78,1,S18_2795,EMEA,Small
10390,2030.86,1,S18_2795,NA,Small
10421,5433.75,2,S18_2795,NA,Medium
10109,3157.44,1,S18_2870,NA,Medium
10123,5161.2,2,S18_2870,EMEA,Medium
10137,4346.76,3,S18_2870,EMEA,Medium
10148,3528.36,3,S18_2870,APAC,Medium
10161,3187.8,4,S18_2870,EMEA,Medium
10172,6023.16,4,S18_2870,NA,Medium
10181,3884.76,4,S18_2870,EMEA,Medium
10192,4965.84,4,S18_2870,NA,Medium
10204,4169.88,4,S18_2870,NA,Medium
10212,4910.4,1,S18_2870,EMEA,Medium
10226,3231.36,1,S18_2870,NA,Medium
10241,6853.44,2,S18_2870,EMEA,Medium
10253,5177.04,2,S18_2870,EMEA,Medium
10266,2824.8,3,S18_2870,EMEA,Small
10278,4324.32,3,S18_2870,NA,Medium
10287,5052.96,3,S18_2870,EMEA,Medium
10301,3223.44,4,S18_2870,EMEA,Medium
10311,5278.68,4,S18_2870,EMEA,Medium
10321,2851.2,4,S18_2870,NA,Small
10331,1687.4,4,S18_2870,NA,Small
10343,1308,4,S18_2870,EMEA,Small
10366,6144.6,1,S18_2870,EMEA,Medium
10379,5127.2,1,S18_2870,EMEA,Medium
10407,6386.16,2,S18_2870,NA,Medium
10419,7695.6,2,S18_2870,EMEA,Large
10103,2242.89,1,S18_2949,EMEA,Small
10112,2539.89,1,S18_2949,EMEA,Small
10126,2795.27,2,S18_2949,EMEA,Small
10139,5545.76,3,S18_2949,APAC,Medium
10150,4285.46,3,S18_2949,Japan,Medium
10163,3329.09,4,S18_2949,NA,Medium
10174,5592.22,4,S18_2949,APAC,Medium
10183,3298.55,4,S18_2949,NA,Medium
10193,2609.88,4,S18_2949,APAC,Small
10206,3336.29,4,S18_2949,NA,Medium
10215,5510.05,1,S18_2949,NA,Medium
10228,2504.4,1,S18_2949,NA,Small
10244,3525.6,2,S18_2949,EMEA,Medium
10257,4407,2,S18_2949,NA,Medium
10270,2983.44,3,S18_2949,APAC,Small
10280,5126.24,3,S18_2949,EMEA,Medium
10291,5713.79,3,S18_2949,EMEA,Medium
10304,4613.8,4,S18_2949,EMEA,Medium
10312,3711.1,4,S18_2949,NA,Medium
10322,3524.73,4,S18_2949,NA,Medium
10333,2795.27,4,S18_2949,NA,Small
10347,4814.4,4,S18_2949,APAC,Medium
10357,3572.33,4,S18_2949,NA,Medium
10369,4581.36,1,S18_2949,NA,Medium
10381,4319.76,1,S18_2949,NA,Medium
10391,1448,1,S18_2949,APAC,Small
10423,881.4,2,S18_2949,EMEA,Small
10103,2011.1,1,S18_2957,EMEA,Small
10111,1801.24,1,S18_2957,NA,Small
10126,3390.2,2,S18_2957,EMEA,Medium
10139,1424,3,S18_2957,APAC,Small
10150,1499.1,3,S18_2957,Japan,Small
10163,3358.08,4,S18_2957,NA,Medium
10173,1504.16,4,S18_2957,EMEA,Small
10183,2655.12,4,S18_2957,NA,Small
10193,1244.16,4,S18_2957,APAC,Small
10206,1888.88,4,S18_2957,NA,Small
10215,1820.01,1,S18_2957,NA,Small
10228,2866.95,1,S18_2957,NA,Small
10244,1394.16,2,S18_2957,EMEA,Small
10257,2632.28,2,S18_2957,NA,Small
10269,2018.56,3,S18_2957,EMEA,Small
10280,2954.53,3,S18_2957,EMEA,Small
10291,1871.83,3,S18_2957,EMEA,Small
10304,1559.04,4,S18_2957,EMEA,Small
10312,1880.2,4,S18_2957,NA,Small
10322,1224.67,4,S18_2957,NA,Small
10332,2979.08,4,S18_2957,EMEA,Small
10347,2208.64,4,S18_2957,APAC,Small
10357,3458.42,4,S18_2957,NA,Medium
10369,1237.88,1,S18_2957,NA,Small
10381,2723.2,1,S18_2957,NA,Small
10392,2218.52,1,S18_2957,EMEA,Small
10423,1665.32,2,S18_2957,EMEA,Small
10106,3421.04,1,S18_3029,EMEA,Medium
10119,1878.66,2,S18_3029,EMEA,Small
10130,3853.6,2,S18_3029,NA,Medium
10143,3442.64,3,S18_3029,NA,Medium
10155,3482.16,4,S18_3029,EMEA,Medium
10167,3363.52,4,S18_3029,EMEA,Medium
10178,3350.52,4,S18_3029,EMEA,Medium
10186,2862.72,4,S18_3029,EMEA,Small
10197,4036.04,4,S18_3029,EMEA,Medium
10209,2817.92,1,S18_3029,NA,Small
10222,4636.38,1,S18_3029,NA,Medium
10248,1553.58,2,S18_3029,NA,Small
10262,2697.6,2,S18_3029,EMEA,Small
10273,3334.04,3,S18_3029,EMEA,Medium
10283,2059.26,3,S18_3029,NA,Small
10296,2023.14,3,S18_3029,EMEA,Small
10307,2586.64,4,S18_3029,NA,Small
10316,1987.02,4,S18_3029,EMEA,Small
10327,1146.5,4,S18_3029,EMEA,Small
10338,2312.24,4,S18_3029,EMEA,Small
10350,2793.71,4,S18_3029,EMEA,Small
10373,1908.28,1,S18_3029,EMEA,Small
10386,3441.37,1,S18_3029,EMEA,Medium
10398,2023.28,1,S18_3029,EMEA,Small
10400,2245.2,2,S18_3029,NA,Small
10414,3255.12,2,S18_3029,NA,Medium
10103,2539.5,1,S18_3136,EMEA,Small
10111,4818.15,1,S18_3136,NA,Medium
10126,2921.7,2,S18_3136,EMEA,Small
10139,1801.2,3,S18_3136,APAC,Small
10150,2804.36,3,S18_3136,Japan,Small
10163,4900.8,4,S18_3136,NA,Medium
10173,2759.31,4,S18_3136,EMEA,Small
10183,2488.2,4,S18_3136,NA,Small
10193,2769.89,4,S18_3136,APAC,Small
10206,3581.4,4,S18_3136,NA,Medium
10215,5285.14,1,S18_3136,NA,Medium
10228,3181.53,1,S18_3136,NA,Medium
10244,3340.51,2,S18_3136,EMEA,Medium
10257,3138.34,2,S18_3136,NA,Medium
10270,4775.08,3,S18_3136,APAC,Medium
10280,3006.43,3,S18_3136,EMEA,Medium
10291,2866.26,3,S18_3136,EMEA,Small
10304,2232.62,4,S18_3136,EMEA,Small
10312,4457.02,4,S18_3136,NA,Medium
10322,2257.92,4,S18_3136,NA,Small
10332,1592,4,S18_3136,EMEA,Small
10347,4948.2,4,S18_3136,APAC,Medium
10357,5160.76,4,S18_3136,NA,Medium
10369,1978.62,1,S18_3136,NA,Small
10381,4288.2,1,S18_3136,NA,Medium
10392,2520.68,1,S18_3136,EMEA,Small
10423,1781.22,2,S18_3136,EMEA,Small
10105,3065.04,1,S18_3140,EMEA,Medium
10117,3551.34,2,S18_3140,Japan,Medium
10128,5544.02,2,S18_3140,EMEA,Medium
10142,6034.33,3,S18_3140,NA,Medium
10153,3641.57,3,S18_3140,EMEA,Medium
10166,6930.74,4,S18_3140,NA,Medium
10177,3675.63,4,S18_3140,EMEA,Medium
10185,3442.04,4,S18_3140,NA,Medium
10196,6893.81,4,S18_3140,NA,Medium
10208,2622.48,1,S18_3140,EMEA,Small
10221,4417.38,1,S18_3140,EMEA,Medium
10232,3606.02,1,S18_3140,EMEA,Medium
10248,3802.56,2,S18_3140,NA,Medium
10273,5026.4,3,S18_3140,EMEA,Medium
10282,6695.53,3,S18_3140,NA,Medium
10293,2819.28,3,S18_3140,EMEA,Small
10306,3759.04,4,S18_3140,EMEA,Medium
10314,2731.8,4,S18_3140,EMEA,Small
10325,1658.88,4,S18_3140,EMEA,Small
10336,5778.24,4,S18_3140,EMEA,Medium
10350,5191.12,4,S18_3140,EMEA,Medium
10372,3862.88,1,S18_3140,Japan,Medium
10383,1476.48,1,S18_3140,EMEA,Small
10396,5273.73,1,S18_3140,NA,Medium
10414,4872.03,2,S18_3140,NA,Medium
10104,4556.99,1,S18_3232,EMEA,Medium
10109,8257,1,S18_3232,NA,Large
10114,8209.44,2,S18_3232,EMEA,Large
10122,3598.5,2,S18_3232,EMEA,Medium
10127,3837.24,2,S18_3232,NA,Medium
10136,8331.61,3,S18_3232,EMEA,Large
10141,4836.5,3,S18_3232,EMEA,Medium
10148,5418.88,3,S18_3232,APAC,Medium
10151,3734.01,3,S18_3232,EMEA,Medium
10160,3996.4,4,S18_3232,NA,Medium
10165,8754.69,4,S18_3232,Japan,Large
10171,5481.45,4,S18_3232,NA,Medium
10175,4419.89,4,S18_3232,EMEA,Medium
10181,6324.75,4,S18_3232,EMEA,Medium
10184,4409.72,4,S18_3232,EMEA,Medium
10192,3918.46,4,S18_3232,NA,Medium
10195,7620.5,4,S18_3232,NA,Large
10203,8291.04,4,S18_3232,EMEA,Large
10207,3937.25,4,S18_3232,NA,Medium
10212,5554.4,1,S18_3232,EMEA,Medium
10225,6407.86,1,S18_3232,EMEA,Medium
10229,4172.52,1,S18_3232,NA,Medium
10239,7083.37,2,S18_3232,EMEA,Large
10246,7132.68,2,S18_3232,EMEA,Large
10253,6773.6,2,S18_3232,EMEA,Medium
10259,3657.69,2,S18_3232,APAC,Medium
10266,4812.55,3,S18_3232,EMEA,Medium
10271,3928.6,3,S18_3232,NA,Medium
10278,6401.22,3,S18_3232,NA,Medium
10281,4191.25,3,S18_3232,NA,Medium
10287,5852.52,3,S18_3232,EMEA,Medium
10292,2844.87,3,S18_3232,NA,Small
10301,4011.66,4,S18_3232,EMEA,Medium
10305,7455.87,4,S18_3232,NA,Large
10310,8940.96,4,S18_3232,EMEA,Large
10313,4572.25,4,S18_3232,NA,Medium
10321,5700.09,4,S18_3232,NA,Medium
10324,3155.49,4,S18_3232,NA,Medium
10331,4170.69,4,S18_3232,NA,Medium
10334,2878.8,4,S18_3232,EMEA,Small
10342,5029.5,4,S18_3232,APAC,Medium
10349,7396.8,4,S18_3232,NA,Large
10358,2991.68,4,S18_3232,EMEA,Small
10366,6275.72,1,S18_3232,EMEA,Medium
10370,1534.95,1,S18_3232,APAC,Small
10377,7264.53,1,S18_3232,EMEA,Large
10383,6869.05,1,S18_3232,EMEA,Medium
10394,3353.02,1,S18_3232,EMEA,Medium
10405,8289.05,2,S18_3232,EMEA,Large
10412,11887.8,2,S18_3232,EMEA,Large
10419,5926.9,2,S18_3232,EMEA,Medium
10425,3793.16,2,S18_3232,EMEA,Medium
10105,4330.1,1,S18_3259,EMEA,Medium
10117,2011.8,2,S18_3259,Japan,Small
10128,4837.18,2,S18_3259,EMEA,Medium
10142,2151.82,3,S18_3259,NA,Small
10153,2573.46,3,S18_3259,EMEA,Small
10165,5344.5,4,S18_3259,Japan,Medium
10177,3070.52,4,S18_3259,EMEA,Medium
10185,3952.83,4,S18_3259,NA,Medium
10196,3564.75,4,S18_3259,NA,Medium
10208,5614.56,1,S18_3259,EMEA,Medium
10221,1855.41,1,S18_3259,EMEA,Small
10232,4598.4,1,S18_3259,EMEA,Medium
10248,5082.42,2,S18_3259,NA,Medium
10273,5450.59,3,S18_3259,EMEA,Medium
10282,4174.92,3,S18_3259,NA,Medium
10293,2418.24,3,S18_3259,EMEA,Small
10306,3670.4,4,S18_3259,EMEA,Medium
10314,2481.7,4,S18_3259,EMEA,Small
10326,3807.68,4,S18_3259,EMEA,Medium
10336,2230.41,4,S18_3259,EMEA,Small
10350,3814.64,4,S18_3259,EMEA,Medium
10372,2117.75,1,S18_3259,Japan,Small
10383,3340.48,1,S18_3259,EMEA,Medium
10396,2154,1,S18_3259,NA,Small
10414,5808.48,2,S18_3259,NA,Medium
10108,1777.1,1,S18_3278,Japan,Small
10122,1536.57,2,S18_3278,EMEA,Small
10135,3510,3,S18_3278,NA,Medium
10147,3097.44,3,S18_3278,NA,Medium
10159,1705.41,4,S18_3278,NA,Small
10169,2264.32,4,S18_3278,APAC,Small
10181,2484.6,4,S18_3278,EMEA,Small
10191,3415.68,4,S18_3278,EMEA,Medium
10203,2839.32,4,S18_3278,EMEA,Small
10211,2730,1,S18_3278,EMEA,Small
10225,3540.53,1,S18_3278,EMEA,Medium
10238,2999.97,2,S18_3278,EMEA,Small
10252,1527.8,2,S18_3278,EMEA,Small
10265,3907.8,3,S18_3278,APAC,Medium
10276,2658.48,3,S18_3278,NA,Small
10287,3042.68,3,S18_3278,EMEA,Medium
10300,3861.2,4,S18_3278,EMEA,Medium
10310,2171.07,4,S18_3278,EMEA,Small
10319,3403.08,4,S18_3278,NA,Medium
10329,2245.8,4,S18_3278,NA,Small
10342,1668.5,4,S18_3278,APAC,Small
10363,2773.8,1,S18_3278,EMEA,Small
10378,2464,1,S18_3278,EMEA,Small
10390,5491.6,1,S18_3278,NA,Medium
10103,4791.82,1,S18_3320,EMEA,Medium
10111,4178.85,1,S18_3320,NA,Medium
10126,3128.92,2,S18_3320,EMEA,Medium
10139,3095.4,3,S18_3320,APAC,Medium
10149,3958.5,3,S18_3320,NA,Medium
10163,4991.44,4,S18_3320,NA,Medium
10173,2761.96,4,S18_3320,EMEA,Small
10182,2848.23,4,S18_3320,NA,Small
10193,2539.84,4,S18_3320,APAC,Small
10206,2444.4,4,S18_3320,NA,Small
10215,4555.92,1,S18_3320,NA,Medium
10227,3666.96,1,S18_3320,EMEA,Medium
10244,3035.88,2,S18_3320,EMEA,Medium
10257,2321.54,2,S18_3320,NA,Small
10280,3474.46,3,S18_3320,EMEA,Medium
10290,2501.98,3,S18_3320,NA,Small
10304,3958.46,4,S18_3320,EMEA,Medium
10312,3535.95,4,S18_3320,NA,Medium
10323,3011.91,4,S18_3320,EMEA,Medium
10333,11336.7,4,S18_3320,NA,Large
10347,2656.94,4,S18_3320,APAC,Small
10357,2604.25,4,S18_3320,NA,Small
10369,3288.6,1,S18_3320,NA,Medium
10382,8935.5,1,S18_3320,NA,Large
10392,4035.96,1,S18_3320,EMEA,Medium
10423,1875.09,2,S18_3320,EMEA,Small
10108,4049.56,1,S18_3482,Japan,Medium
10122,2469.39,2,S18_3482,EMEA,Small
10135,5432.7,3,S18_3482,NA,Medium
10147,4405.22,3,S18_3482,NA,Medium
10159,3638,4,S18_3482,NA,Medium
10169,4444.92,4,S18_3482,APAC,Medium
10181,3395.48,4,S18_3482,EMEA,Medium
10191,3414.58,4,S18_3482,EMEA,Medium
10203,5127.04,4,S18_3482,EMEA,Medium
10211,3745.28,1,S18_3482,EMEA,Medium
10225,4564.08,1,S18_3482,EMEA,Medium
10238,6554.24,2,S18_3482,EMEA,Medium
10252,6749.83,2,S18_3482,EMEA,Medium
10265,8427.02,3,S18_3482,APAC,Large
10276,3924.6,3,S18_3482,NA,Medium
10287,6761.6,3,S18_3482,EMEA,Medium
10300,3786.49,4,S18_3482,EMEA,Medium
10310,6266.12,4,S18_3482,EMEA,Medium
10320,3491,4,S18_3482,EMEA,Medium
10330,4405.22,4,S18_3482,Japan,Medium
10342,6548.3,4,S18_3482,APAC,Medium
10355,3177.91,4,S18_3482,EMEA,Medium
10363,4142.64,1,S18_3482,EMEA,Medium
10378,4149.07,1,S18_3482,EMEA,Medium
10390,7397,1,S18_3482,NA,Large
10109,6241.6,1,S18_3685,NA,Medium
10123,5331.88,2,S18_3685,EMEA,Medium
10137,5124.3,3,S18_3685,EMEA,Medium
10148,3639.44,3,S18_3685,APAC,Medium
10161,5544,4,S18_3685,EMEA,Medium
10172,5493.12,4,S18_3685,NA,Medium
10181,5785.26,4,S18_3685,EMEA,Medium
10192,5340.6,4,S18_3685,NA,Medium
10204,5735.8,4,S18_3685,NA,Medium
10212,6357.6,1,S18_3685,EMEA,Medium
10226,7343.9,1,S18_3685,NA,Large
10240,5959.22,2,S18_3685,Japan,Medium
10253,4029.38,2,S18_3685,EMEA,Medium
10266,5035.14,3,S18_3685,EMEA,Medium
10278,4116.8,3,S18_3685,NA,Medium
10287,4310.55,3,S18_3685,EMEA,Medium
10301,6446.7,4,S18_3685,EMEA,Medium
10311,3616.64,4,S18_3685,EMEA,Medium
10321,4232.76,4,S18_3685,NA,Medium
